Date,PetrolPump_Name,Location,Product_Type,Quantity,Rate_per_KL ,Total_Amount,PO_Number,PO_Date,Dispatch_Date,Invoice_No.,Payment_Status,Remarks,Stockout_Flag,Dispatch_Time_hrs,Delivered_On_Time,Tank_Temp_C,Tank_Temp_Alert,Sludge_Level_%,Sludge_Alert,Tank_Cleaning_Scheduled
27-05-2025,Highway Pumps,Katni,HSD (Diesel),6,74000,444000,IOCL/KAT/10127,25-05-2025,27-05-2025,INV10127,Pending,Cancelled due to issue,No,48,Yes,43.7,No,8.6,Yes,Not Scheduled
22-05-2025,Bharat Filling Station,Narsinghpur,HSD (Diesel),16,81500,1304000,IOCL/NAR/10128,18-05-2025,22-05-2025,INV10128,Pending,Cancelled due to issue,Yes,96,No,45.1,No,6.4,No,Not Scheduled
26-05-2025,ABC Fuels,Jabalpur,XP95,26,81500,2119000,IOCL/JAB/10129,24-05-2025,26-05-2025,INV10129,Pending,Awaiting payment,No,48,Yes,52.8,No,7.1,Yes,Not Scheduled
29-05-2025,ABC Fuels,Katni,XP95,18,81500,1467000,IOCL/KAT/10130,26-05-2025,29-05-2025,INV10130,Pending,Delivered on time,No,72,Yes,48.4,No,9.9,Yes,Not Scheduled
31-05-2025,Highway Pumps,Chhindwara,MS (Petrol),25,79000,1975000,IOCL/CHH/10131,26-05-2025,31-05-2025,INV10131,Pending,Cancelled due to issue,No,120,No,47.7,No,3.1,No,Not Scheduled
23-05-2025,Bharat Filling Station,Katni,MS (Petrol),9,72500,652500,IOCL/KAT/10132,20-05-2025,23-05-2025,INV10132,Paid,Awaiting payment,No,72,Yes,41.5,No,6.6,No,Not Scheduled
12-05-2025,XYZ Petroleum,Sagar,XP100,30,79000,2370000,IOCL/SAG/10133,07-05-2025,12-05-2025,INV10133,Paid,Partially delivered,No,120,No,40.2,No,5.1,No,Scheduled
02-05-2025,Highway Pumps,Jabalpur,XP95,8,81500,652000,IOCL/JAB/10134,28-04-2025,02-05-2025,INV10134,Pending,Cancelled due to issue,No,96,No,54.5,No,1.4,No,Not Scheduled
21-05-2025,XYZ Petroleum,Chhindwara,XP95,22,72500,1595000,IOCL/CHH/10135,16-05-2025,21-05-2025,INV10135,Paid,Delivered on time,No,120,No,45.7,No,1.1,No,Scheduled
16-05-2025,SpeedWay Fuels,Chhindwara,XP100,14,81500,1141000,IOCL/CHH/10136,12-05-2025,16-05-2025,INV10136,Paid,Partially delivered,No,96,No,49,No,2.1,No,Scheduled
28-05-2025,Bharat Filling Station,Damoh,XP95,11,74000,814000,IOCL/DAM/10137,25-05-2025,28-05-2025,INV10137,Pending,Cancelled due to issue,No,72,Yes,41.2,No,6.8,No,Not Scheduled
25-05-2025,XYZ Petroleum,Katni,XP95,9,72500,652500,IOCL/KAT/10138,24-05-2025,25-05-2025,INV10138,Paid,Delivered on time,No,24,Yes,50.2,No,6.1,No,Not Scheduled
23-05-2025,SpeedWay Fuels,Sagar,XP100,25,72500,1812500,IOCL/SAG/10139,21-05-2025,23-05-2025,INV10139,Pending,Cancelled due to issue,No,48,Yes,54,No,6,No,Not Scheduled
04-05-2025,Bharat Filling Station,Katni,XP100,23,74000,1702000,IOCL/KAT/10140,02-05-2025,04-05-2025,INV10140,Pending,Awaiting payment,No,48,Yes,48.6,No,1.3,No,Not Scheduled
22-05-2025,XYZ Petroleum,Jabalpur,HSD (Diesel),12,81500,978000,IOCL/JAB/10141,17-05-2025,22-05-2025,INV10141,Paid,Delivered on time,No,120,No,41.9,No,5.2,No,Not Scheduled
11-05-2025,Bharat Filling Station,Sagar,MS (Petrol),21,81500,1711500,IOCL/SAG/10142,08-05-2025,11-05-2025,INV10142,Paid,Awaiting payment,No,72,Yes,48.7,No,9.3,Yes,Not Scheduled
11-05-2025,XYZ Petroleum,Damoh,XP100,27,74000,1998000,IOCL/DAM/10143,10-05-2025,11-05-2025,INV10143,Paid,Partially delivered,No,24,Yes,51.5,No,4.6,No,Not Scheduled
25-05-2025,SpeedWay Fuels,Chhindwara,XP100,21,72500,1522500,IOCL/CHH/10144,24-05-2025,25-05-2025,INV10144,Paid,Awaiting payment,No,24,Yes,46.1,No,6.6,No,Not Scheduled
13-05-2025,SpeedWay Fuels,Seoni,XP95,8,81500,652000,IOCL/SEO/10145,11-05-2025,13-05-2025,INV10145,Paid,Awaiting payment,Yes,48,Yes,53.2,No,8,Yes,Not Scheduled
05-05-2025,ABC Fuels,Seoni,XP100,25,81500,2037500,IOCL/SEO/10146,30-04-2025,05-05-2025,INV10146,Pending,Partially delivered,No,120,No,49.7,No,8.1,Yes,Not Scheduled
29-05-2025,XYZ Petroleum,Jabalpur,XP95,26,81500,2119000,IOCL/JAB/10147,26-05-2025,29-05-2025,INV10147,Paid,Partially delivered,No,72,Yes,53.5,No,5.7,No,Not Scheduled
11-05-2025,Highway Pumps,Chhindwara,XP100,29,72500,2102500,IOCL/CHH/10148,07-05-2025,11-05-2025,INV10148,Pending,Awaiting payment,Yes,96,No,49.4,No,8.7,Yes,Not Scheduled
03-05-2025,SpeedWay Fuels,Narsinghpur,MS (Petrol),14,79000,1106000,IOCL/NAR/10149,01-05-2025,03-05-2025,INV10149,Pending,Awaiting payment,No,48,Yes,42,No,4.5,No,Scheduled
17-05-2025,ABC Fuels,Katni,XP95,20,79000,1580000,IOCL/KAT/10150,16-05-2025,17-05-2025,INV10150,Paid,Cancelled due to issue,No,24,Yes,44.6,No,9,Yes,Not Scheduled
06-05-2025,Bharat Filling Station,Jabalpur,XP95,21,72500,1522500,IOCL/JAB/10151,04-05-2025,06-05-2025,INV10151,Pending,Partially delivered,No,48,Yes,43,No,3.2,No,Not Scheduled
15-05-2025,Highway Pumps,Damoh,MS (Petrol),24,79000,1896000,IOCL/DAM/10152,13-05-2025,15-05-2025,INV10152,Paid,Delivered on time,No,48,Yes,53.6,No,3.5,No,Not Scheduled
14-05-2025,Highway Pumps,Sagar,HSD (Diesel),30,79000,2370000,IOCL/SAG/10153,11-05-2025,14-05-2025,INV10153,Paid,Cancelled due to issue,No,72,Yes,51.4,No,1.5,No,Not Scheduled
19-05-2025,XYZ Petroleum,Mandla,XP95,13,72500,942500,IOCL/MAN/10154,18-05-2025,19-05-2025,INV10154,Paid,Delivered on time,No,24,Yes,50.1,No,8.2,Yes,Not Scheduled
10-05-2025,Highway Pumps,Narsinghpur,XP100,13,74000,962000,IOCL/NAR/10155,07-05-2025,10-05-2025,INV10155,Pending,Awaiting payment,No,72,Yes,44.5,No,4.8,No,Not Scheduled
04-05-2025,ABC Fuels,Jabalpur,HSD (Diesel),21,81500,1711500,IOCL/JAB/10156,29-04-2025,04-05-2025,INV10156,Paid,Awaiting payment,No,120,No,42.8,No,3.1,No,Not Scheduled
31-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),16,81500,1304000,IOCL/NAR/10157,28-05-2025,31-05-2025,INV10157,Paid,Partially delivered,No,72,Yes,51.3,No,3.1,No,Not Scheduled
26-05-2025,ABC Fuels,Katni,HSD (Diesel),15,81500,1222500,IOCL/KAT/10158,25-05-2025,26-05-2025,INV10158,Paid,Partially delivered,No,24,Yes,47.1,No,9.1,Yes,Not Scheduled
15-05-2025,Highway Pumps,Damoh,HSD (Diesel),25,72500,1812500,IOCL/DAM/10159,11-05-2025,15-05-2025,INV10159,Pending,Awaiting payment,No,96,No,43.4,No,8.5,Yes,Not Scheduled
13-05-2025,SpeedWay Fuels,Narsinghpur,XP95,15,79000,1185000,IOCL/NAR/10160,09-05-2025,13-05-2025,INV10160,Paid,Delivered on time,No,96,No,49.2,No,6,No,Not Scheduled
30-05-2025,ABC Fuels,Narsinghpur,MS (Petrol),15,79000,1185000,IOCL/NAR/10161,26-05-2025,30-05-2025,INV10161,Paid,Awaiting payment,No,96,No,40.6,No,6.5,No,Not Scheduled
22-05-2025,Bharat Filling Station,Seoni,XP95,5,81500,407500,IOCL/SEO/10162,21-05-2025,22-05-2025,INV10162,Pending,Awaiting payment,No,24,Yes,44.9,No,5.3,No,Not Scheduled
22-05-2025,XYZ Petroleum,Mandla,XP95,17,81500,1385500,IOCL/MAN/10163,21-05-2025,22-05-2025,INV10163,Pending,Partially delivered,No,24,Yes,47,No,4.5,No,Not Scheduled
16-05-2025,ABC Fuels,Jabalpur,XP100,6,74000,444000,IOCL/JAB/10164,11-05-2025,16-05-2025,INV10164,Paid,Delivered on time,No,120,No,42.2,No,9.2,Yes,Not Scheduled
15-05-2025,ABC Fuels,Damoh,XP100,11,79000,869000,IOCL/DAM/10165,13-05-2025,15-05-2025,INV10165,Paid,Partially delivered,No,48,Yes,54.8,No,2.1,No,Not Scheduled
21-05-2025,XYZ Petroleum,Katni,HSD (Diesel),10,74000,740000,IOCL/KAT/10166,18-05-2025,21-05-2025,INV10166,Paid,Cancelled due to issue,No,72,Yes,43.1,No,4.8,No,Scheduled
11-05-2025,ABC Fuels,Sagar,XP100,21,72500,1522500,IOCL/SAG/10167,06-05-2025,11-05-2025,INV10167,Pending,Cancelled due to issue,No,120,No,42,No,4.1,No,Not Scheduled
09-05-2025,Bharat Filling Station,Katni,XP95,13,72500,942500,IOCL/KAT/10168,07-05-2025,09-05-2025,INV10168,Paid,Awaiting payment,Yes,48,Yes,43.1,No,5.5,No,Not Scheduled
14-05-2025,SpeedWay Fuels,Sagar,HSD (Diesel),9,79000,711000,IOCL/SAG/10169,09-05-2025,14-05-2025,INV10169,Paid,Partially delivered,No,120,No,51.5,No,5.1,No,Not Scheduled
29-05-2025,SpeedWay Fuels,Sagar,HSD (Diesel),19,72500,1377500,IOCL/SAG/10170,26-05-2025,29-05-2025,INV10170,Pending,Awaiting payment,No,72,Yes,46.4,No,5.7,No,Not Scheduled
19-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),28,79000,2212000,IOCL/JAB/10171,14-05-2025,19-05-2025,INV10171,Paid,Awaiting payment,Yes,120,No,48.5,No,2.3,No,Scheduled
03-05-2025,ABC Fuels,Katni,XP95,10,79000,790000,IOCL/KAT/10172,28-04-2025,03-05-2025,INV10172,Paid,Partially delivered,No,120,No,40.3,No,5.6,No,Not Scheduled
04-05-2025,ABC Fuels,Mandla,HSD (Diesel),11,79000,869000,IOCL/MAN/10173,30-04-2025,04-05-2025,INV10173,Paid,Delivered on time,No,96,No,40.5,No,3.2,No,Not Scheduled
10-05-2025,Highway Pumps,Narsinghpur,XP95,9,72500,652500,IOCL/NAR/10174,09-05-2025,10-05-2025,INV10174,Paid,Delivered on time,No,24,Yes,46.7,No,2.7,No,Not Scheduled
04-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),9,72500,652500,IOCL/CHH/10175,29-04-2025,04-05-2025,INV10175,Pending,Partially delivered,No,120,No,52.2,No,1.6,No,Not Scheduled
14-05-2025,Highway Pumps,Sagar,XP95,24,79000,1896000,IOCL/SAG/10176,09-05-2025,14-05-2025,INV10176,Paid,Awaiting payment,No,120,No,53.3,No,7.9,Yes,Not Scheduled
15-05-2025,Bharat Filling Station,Narsinghpur,HSD (Diesel),12,81500,978000,IOCL/NAR/10177,11-05-2025,15-05-2025,INV10177,Pending,Delivered on time,No,96,No,41.3,No,4.8,No,Not Scheduled
30-05-2025,SpeedWay Fuels,Sagar,XP95,27,72500,1957500,IOCL/SAG/10178,27-05-2025,30-05-2025,INV10178,Paid,Awaiting payment,No,72,Yes,48.1,No,6.6,No,Not Scheduled
24-05-2025,Bharat Filling Station,Katni,HSD (Diesel),8,72500,580000,IOCL/KAT/10179,22-05-2025,24-05-2025,INV10179,Paid,Partially delivered,No,48,Yes,53.7,No,7.5,Yes,Scheduled
29-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),16,81500,1304000,IOCL/NAR/10180,24-05-2025,29-05-2025,INV10180,Paid,Awaiting payment,No,120,No,45.8,No,7.1,Yes,Scheduled
10-05-2025,Bharat Filling Station,Narsinghpur,XP95,27,72500,1957500,IOCL/NAR/10181,08-05-2025,10-05-2025,INV10181,Paid,Partially delivered,No,48,Yes,52.4,No,5.2,No,Not Scheduled
13-05-2025,Highway Pumps,Narsinghpur,XP100,7,74000,518000,IOCL/NAR/10182,11-05-2025,13-05-2025,INV10182,Paid,Awaiting payment,No,48,Yes,42,No,4.5,No,Not Scheduled
11-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),12,81500,978000,IOCL/SEO/10183,07-05-2025,11-05-2025,INV10183,Paid,Cancelled due to issue,No,96,No,54,No,4.4,No,Not Scheduled
16-05-2025,ABC Fuels,Sagar,XP95,29,74000,2146000,IOCL/SAG/10184,11-05-2025,16-05-2025,INV10184,Paid,Cancelled due to issue,No,120,No,51.3,No,6.8,No,Scheduled
21-05-2025,Highway Pumps,Sagar,XP100,14,72500,1015000,IOCL/SAG/10185,16-05-2025,21-05-2025,INV10185,Pending,Cancelled due to issue,No,120,No,54.1,No,5.5,No,Not Scheduled
28-05-2025,ABC Fuels,Narsinghpur,HSD (Diesel),19,79000,1501000,IOCL/NAR/10186,26-05-2025,28-05-2025,INV10186,Pending,Delivered on time,No,48,Yes,50.1,No,8.6,Yes,Not Scheduled
01-05-2025,XYZ Petroleum,Seoni,HSD (Diesel),30,79000,2370000,IOCL/SEO/10187,30-04-2025,01-05-2025,INV10187,Paid,Cancelled due to issue,No,24,Yes,45.5,No,8.9,Yes,Not Scheduled
31-05-2025,SpeedWay Fuels,Narsinghpur,XP100,30,74000,2220000,IOCL/NAR/10188,28-05-2025,31-05-2025,INV10188,Pending,Awaiting payment,No,72,Yes,54.1,No,2.5,No,Not Scheduled
14-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),18,74000,1332000,IOCL/DAM/10189,09-05-2025,14-05-2025,INV10189,Paid,Cancelled due to issue,No,120,No,44.1,No,2.2,No,Not Scheduled
28-05-2025,XYZ Petroleum,Sagar,XP95,27,74000,1998000,IOCL/SAG/10190,26-05-2025,28-05-2025,INV10190,Paid,Awaiting payment,No,48,Yes,45,No,6.7,No,Not Scheduled
26-05-2025,Highway Pumps,Seoni,MS (Petrol),26,74000,1924000,IOCL/SEO/10191,22-05-2025,26-05-2025,INV10191,Pending,Delivered on time,No,96,No,50.5,No,3.7,No,Scheduled
16-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),25,74000,1850000,IOCL/JAB/10192,13-05-2025,16-05-2025,INV10192,Pending,Awaiting payment,No,72,Yes,51.5,No,1.2,No,Not Scheduled
03-05-2025,Bharat Filling Station,Damoh,MS (Petrol),7,72500,507500,IOCL/DAM/10193,29-04-2025,03-05-2025,INV10193,Paid,Delivered on time,No,96,No,53.9,No,9,Yes,Not Scheduled
21-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),14,81500,1141000,IOCL/SEO/10194,20-05-2025,21-05-2025,INV10194,Pending,Delivered on time,No,24,Yes,43.1,No,3,No,Not Scheduled
27-05-2025,ABC Fuels,Chhindwara,XP100,20,79000,1580000,IOCL/CHH/10195,26-05-2025,27-05-2025,INV10195,Pending,Partially delivered,No,24,Yes,52,No,9.4,Yes,Not Scheduled
22-05-2025,XYZ Petroleum,Sagar,XP95,19,81500,1548500,IOCL/SAG/10196,17-05-2025,22-05-2025,INV10196,Pending,Cancelled due to issue,No,120,No,51.1,No,7.5,Yes,Not Scheduled
05-05-2025,XYZ Petroleum,Katni,HSD (Diesel),30,79000,2370000,IOCL/KAT/10197,30-04-2025,05-05-2025,INV10197,Pending,Delivered on time,No,120,No,41,No,7.9,Yes,Not Scheduled
20-05-2025,Bharat Filling Station,Mandla,XP95,28,79000,2212000,IOCL/MAN/10198,17-05-2025,20-05-2025,INV10198,Paid,Awaiting payment,No,72,Yes,45.8,No,2.8,No,Not Scheduled
29-05-2025,Bharat Filling Station,Damoh,XP95,15,72500,1087500,IOCL/DAM/10199,27-05-2025,29-05-2025,INV10199,Paid,Delivered on time,No,48,Yes,44.2,No,3.1,No,Not Scheduled
24-05-2025,Bharat Filling Station,Damoh,HSD (Diesel),16,79000,1264000,IOCL/DAM/10200,23-05-2025,24-05-2025,INV10200,Pending,Awaiting payment,No,24,Yes,44.6,No,5.7,No,Not Scheduled
22-05-2025,ABC Fuels,Damoh,HSD (Diesel),5,81500,407500,IOCL/DAM/10201,18-05-2025,22-05-2025,INV10201,Pending,Partially delivered,No,96,No,54.7,No,2.5,No,Not Scheduled
04-05-2025,Highway Pumps,Seoni,MS (Petrol),17,79000,1343000,IOCL/SEO/10202,29-04-2025,04-05-2025,INV10202,Paid,Partially delivered,No,120,No,49.6,No,3.7,No,Not Scheduled
24-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),20,74000,1480000,IOCL/JAB/10203,20-05-2025,24-05-2025,INV10203,Paid,Awaiting payment,No,96,No,50.8,No,3.9,No,Not Scheduled
08-05-2025,XYZ Petroleum,Mandla,XP100,27,81500,2200500,IOCL/MAN/10204,03-05-2025,08-05-2025,INV10204,Pending,Delivered on time,No,120,No,54.6,No,2.4,No,Not Scheduled
23-05-2025,XYZ Petroleum,Seoni,MS (Petrol),25,72500,1812500,IOCL/SEO/10205,21-05-2025,23-05-2025,INV10205,Paid,Cancelled due to issue,Yes,48,Yes,45.7,No,2.8,No,Not Scheduled
03-05-2025,SpeedWay Fuels,Seoni,XP95,26,81500,2119000,IOCL/SEO/10206,30-04-2025,03-05-2025,INV10206,Paid,Delivered on time,No,72,Yes,52,No,8.1,Yes,Not Scheduled
03-05-2025,Highway Pumps,Narsinghpur,XP95,23,81500,1874500,IOCL/NAR/10207,01-05-2025,03-05-2025,INV10207,Pending,Awaiting payment,No,48,Yes,46.5,No,2.5,No,Not Scheduled
03-05-2025,SpeedWay Fuels,Katni,MS (Petrol),12,72500,870000,IOCL/KAT/10208,02-05-2025,03-05-2025,INV10208,Pending,Awaiting payment,Yes,24,Yes,53,No,1.3,No,Scheduled
08-05-2025,Highway Pumps,Jabalpur,XP95,30,79000,2370000,IOCL/JAB/10209,07-05-2025,08-05-2025,INV10209,Paid,Awaiting payment,No,24,Yes,42.7,No,6.7,No,Scheduled
27-05-2025,Bharat Filling Station,Katni,HSD (Diesel),12,81500,978000,IOCL/KAT/10210,24-05-2025,27-05-2025,INV10210,Pending,Delivered on time,No,72,Yes,54.2,No,9.8,Yes,Not Scheduled
22-05-2025,ABC Fuels,Jabalpur,MS (Petrol),7,74000,518000,IOCL/JAB/10211,19-05-2025,22-05-2025,INV10211,Paid,Partially delivered,No,72,Yes,43.3,No,4,No,Not Scheduled
01-05-2025,Highway Pumps,Katni,HSD (Diesel),9,79000,711000,IOCL/KAT/10212,27-04-2025,01-05-2025,INV10212,Paid,Cancelled due to issue,No,96,No,44.9,No,2.1,No,Not Scheduled
21-05-2025,Bharat Filling Station,Chhindwara,XP100,25,74000,1850000,IOCL/CHH/10213,19-05-2025,21-05-2025,INV10213,Paid,Partially delivered,No,48,Yes,51.3,No,6.1,No,Scheduled
19-05-2025,ABC Fuels,Chhindwara,MS (Petrol),26,74000,1924000,IOCL/CHH/10214,18-05-2025,19-05-2025,INV10214,Pending,Awaiting payment,No,24,Yes,45.9,No,9.2,Yes,Not Scheduled
21-05-2025,Highway Pumps,Mandla,XP95,11,74000,814000,IOCL/MAN/10215,18-05-2025,21-05-2025,INV10215,Pending,Awaiting payment,No,72,Yes,49.1,No,8.1,Yes,Not Scheduled
04-05-2025,Highway Pumps,Jabalpur,XP95,7,72500,507500,IOCL/JAB/10216,03-05-2025,04-05-2025,INV10216,Pending,Cancelled due to issue,No,24,Yes,46.7,No,6.6,No,Not Scheduled
01-05-2025,ABC Fuels,Katni,XP95,8,74000,592000,IOCL/KAT/10217,30-04-2025,01-05-2025,INV10217,Paid,Partially delivered,No,24,Yes,51.1,No,3.8,No,Scheduled
12-05-2025,Highway Pumps,Damoh,XP95,9,72500,652500,IOCL/DAM/10218,08-05-2025,12-05-2025,INV10218,Paid,Awaiting payment,No,96,No,43.4,No,5.9,No,Not Scheduled
22-05-2025,Bharat Filling Station,Seoni,XP95,18,81500,1467000,IOCL/SEO/10219,20-05-2025,22-05-2025,INV10219,Paid,Cancelled due to issue,No,48,Yes,40.9,No,1.8,No,Not Scheduled
13-05-2025,Bharat Filling Station,Katni,XP100,27,81500,2200500,IOCL/KAT/10220,09-05-2025,13-05-2025,INV10220,Pending,Cancelled due to issue,No,96,No,44.5,No,7.1,Yes,Not Scheduled
24-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),11,81500,896500,IOCL/CHH/10221,20-05-2025,24-05-2025,INV10221,Paid,Awaiting payment,No,96,No,47.1,No,7.5,Yes,Not Scheduled
26-05-2025,Bharat Filling Station,Seoni,HSD (Diesel),22,74000,1628000,IOCL/SEO/10222,21-05-2025,26-05-2025,INV10222,Pending,Awaiting payment,No,120,No,42.5,No,9.7,Yes,Not Scheduled
02-05-2025,Bharat Filling Station,Mandla,XP100,12,72500,870000,IOCL/MAN/10223,29-04-2025,02-05-2025,INV10223,Pending,Delivered on time,No,72,Yes,45.3,No,3.3,No,Not Scheduled
19-05-2025,SpeedWay Fuels,Mandla,XP95,28,81500,2282000,IOCL/MAN/10224,14-05-2025,19-05-2025,INV10224,Paid,Cancelled due to issue,No,120,No,46,No,1.2,No,Scheduled
27-05-2025,SpeedWay Fuels,Seoni,HSD (Diesel),22,72500,1595000,IOCL/SEO/10225,23-05-2025,27-05-2025,INV10225,Pending,Partially delivered,No,96,No,40.9,No,5.9,No,Scheduled
24-05-2025,XYZ Petroleum,Jabalpur,HSD (Diesel),16,81500,1304000,IOCL/JAB/10226,21-05-2025,24-05-2025,INV10226,Pending,Awaiting payment,No,72,Yes,48.7,No,7.4,Yes,Scheduled
30-05-2025,Bharat Filling Station,Katni,XP95,12,81500,978000,IOCL/KAT/10227,28-05-2025,30-05-2025,INV10227,Paid,Partially delivered,No,48,Yes,53.3,No,8.1,Yes,Not Scheduled
29-05-2025,SpeedWay Fuels,Mandla,MS (Petrol),29,74000,2146000,IOCL/MAN/10228,24-05-2025,29-05-2025,INV10228,Paid,Cancelled due to issue,No,120,No,42.3,No,2.7,No,Not Scheduled
03-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),18,74000,1332000,IOCL/DAM/10229,28-04-2025,03-05-2025,INV10229,Pending,Cancelled due to issue,No,120,No,49,No,3.4,No,Not Scheduled
29-05-2025,ABC Fuels,Chhindwara,MS (Petrol),6,81500,489000,IOCL/CHH/10230,28-05-2025,29-05-2025,INV10230,Pending,Awaiting payment,No,24,Yes,50,No,5.6,No,Not Scheduled
15-05-2025,XYZ Petroleum,Mandla,HSD (Diesel),26,79000,2054000,IOCL/MAN/10231,12-05-2025,15-05-2025,INV10231,Pending,Partially delivered,No,72,Yes,46.3,No,4,No,Not Scheduled
25-05-2025,SpeedWay Fuels,Seoni,XP95,14,72500,1015000,IOCL/SEO/10232,21-05-2025,25-05-2025,INV10232,Pending,Cancelled due to issue,No,96,No,50.5,No,8.7,Yes,Not Scheduled
15-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),29,72500,2102500,IOCL/NAR/10233,14-05-2025,15-05-2025,INV10233,Pending,Awaiting payment,No,24,Yes,46.2,No,5.3,No,Not Scheduled
22-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),29,79000,2291000,IOCL/JAB/10234,18-05-2025,22-05-2025,INV10234,Paid,Delivered on time,No,96,No,47.6,No,8.2,Yes,Scheduled
26-05-2025,SpeedWay Fuels,Narsinghpur,XP100,8,81500,652000,IOCL/NAR/10235,23-05-2025,26-05-2025,INV10235,Pending,Delivered on time,No,72,Yes,40.1,No,6.2,No,Not Scheduled
29-05-2025,ABC Fuels,Mandla,HSD (Diesel),27,79000,2133000,IOCL/MAN/10236,24-05-2025,29-05-2025,INV10236,Pending,Cancelled due to issue,No,120,No,50.4,No,8,Yes,Not Scheduled
16-05-2025,Bharat Filling Station,Katni,XP100,13,79000,1027000,IOCL/KAT/10237,14-05-2025,16-05-2025,INV10237,Pending,Awaiting payment,Yes,48,Yes,49.9,No,4,No,Not Scheduled
25-05-2025,SpeedWay Fuels,Mandla,XP100,6,79000,474000,IOCL/MAN/10238,20-05-2025,25-05-2025,INV10238,Pending,Cancelled due to issue,No,120,No,40.6,No,8.5,Yes,Not Scheduled
03-05-2025,ABC Fuels,Katni,HSD (Diesel),21,81500,1711500,IOCL/KAT/10239,29-04-2025,03-05-2025,INV10239,Paid,Awaiting payment,No,96,No,45.5,No,3.5,No,Scheduled
08-05-2025,SpeedWay Fuels,Narsinghpur,XP100,29,72500,2102500,IOCL/NAR/10240,05-05-2025,08-05-2025,INV10240,Pending,Awaiting payment,No,72,Yes,54.7,No,5.9,No,Not Scheduled
26-05-2025,Highway Pumps,Jabalpur,MS (Petrol),9,79000,711000,IOCL/JAB/10241,22-05-2025,26-05-2025,INV10241,Pending,Cancelled due to issue,No,96,No,46.3,No,2.9,No,Not Scheduled
22-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),29,74000,2146000,IOCL/MAN/10242,21-05-2025,22-05-2025,INV10242,Pending,Awaiting payment,No,24,Yes,47.5,No,5.3,No,Not Scheduled
17-05-2025,Highway Pumps,Katni,XP100,24,74000,1776000,IOCL/KAT/10243,14-05-2025,17-05-2025,INV10243,Pending,Awaiting payment,No,72,Yes,53.6,No,3.9,No,Not Scheduled
10-05-2025,ABC Fuels,Chhindwara,XP95,21,72500,1522500,IOCL/CHH/10244,09-05-2025,10-05-2025,INV10244,Paid,Delivered on time,Yes,24,Yes,50.8,No,3.4,No,Not Scheduled
03-05-2025,SpeedWay Fuels,Sagar,MS (Petrol),9,74000,666000,IOCL/SAG/10245,02-05-2025,03-05-2025,INV10245,Pending,Partially delivered,No,24,Yes,48.7,No,9.7,Yes,Not Scheduled
23-05-2025,SpeedWay Fuels,Sagar,HSD (Diesel),21,72500,1522500,IOCL/SAG/10246,21-05-2025,23-05-2025,INV10246,Pending,Partially delivered,No,48,Yes,52,No,2.4,No,Not Scheduled
20-05-2025,Highway Pumps,Katni,HSD (Diesel),5,74000,370000,IOCL/KAT/10247,17-05-2025,20-05-2025,INV10247,Paid,Cancelled due to issue,No,72,Yes,53,No,8.1,Yes,Not Scheduled
09-05-2025,XYZ Petroleum,Seoni,XP95,17,81500,1385500,IOCL/SEO/10248,06-05-2025,09-05-2025,INV10248,Paid,Partially delivered,No,72,Yes,46.9,No,9.9,Yes,Not Scheduled
07-05-2025,XYZ Petroleum,Sagar,XP95,7,74000,518000,IOCL/SAG/10249,05-05-2025,07-05-2025,INV10249,Paid,Delivered on time,No,48,Yes,47.1,No,1.2,No,Not Scheduled
27-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),25,72500,1812500,IOCL/DAM/10250,26-05-2025,27-05-2025,INV10250,Paid,Awaiting payment,No,24,Yes,45.8,No,7.3,Yes,Scheduled
01-05-2025,ABC Fuels,Sagar,XP100,8,74000,592000,IOCL/SAG/10251,27-04-2025,01-05-2025,INV10251,Paid,Delivered on time,No,96,No,54.5,No,3.3,No,Not Scheduled
26-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),10,72500,725000,IOCL/JAB/10252,23-05-2025,26-05-2025,INV10252,Pending,Awaiting payment,No,72,Yes,50.5,No,1.4,No,Not Scheduled
21-05-2025,Highway Pumps,Sagar,MS (Petrol),28,79000,2212000,IOCL/SAG/10253,19-05-2025,21-05-2025,INV10253,Pending,Awaiting payment,No,48,Yes,41.2,No,4.6,No,Not Scheduled
11-05-2025,ABC Fuels,Sagar,HSD (Diesel),18,72500,1305000,IOCL/SAG/10254,08-05-2025,11-05-2025,INV10254,Pending,Partially delivered,No,72,Yes,52.9,No,9.4,Yes,Not Scheduled
